age,balance,day_of_week,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success
0.12987012987012986,0.08238156628474934,0.9,0.03985359902399349,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2337662337662338,0.07752437673633178,0.7333333333333333,0.022366815778771858,0.016129032258064516,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.25974025974025977,0.08473299075772157,0.5,0.07686051240341603,0.016129032258064516,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.29870129870129875,0.07305757812358143,0.1,0.0727938186254575,0.016129032258064516,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.11688311688311687,0.07543623917346069,0.3,0.017893452623017485,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.41558441558441556,0.09424763495723859,0.7333333333333333,0.011996746644977633,0.04838709677419355,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.11688311688311687,0.07376572912316381,0.23333333333333334,0.04209028060187068,0.016129032258064516,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.44155844155844154,0.07586294554500392,0.9,0.026433509556730378,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2077922077922078,0.0758538666860349,0.6666666666666666,0.14497763318422122,0.04838709677419355,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.16883116883116883,0.07743358814664174,0.6666666666666666,0.02379015860105734,0.03225806451612903,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.45454545454545453,0.07411980462295499,0.23333333333333334,0.03924359495729971,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.29870129870129875,0.07287600094420134,0.4666666666666667,0.031516876779178526,0.016129032258064516,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.3506493506493507,0.07670727942912135,0.6666666666666666,0.028466856445709638,0.016129032258064516,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.40259740259740256,0.06852722749804806,0.6333333333333333,0.0156567710451403,0.03225806451612903,0.21330275229357798,0.025454545454545455,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.16883116883116883,0.08838269206326149,0.4,0.11020740138267589,0.016129032258064516,0.39105504587155965,0.007272727272727273,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.16883116883116883,0.07289415866213934,0.4666666666666667,0.03172021146807645,0.04838709677419355,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.24675324675324678,0.074128883481924,0.5333333333333333,0.027450183001220006,0.0,0.3864678899082569,0.01090909090909091,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3766233766233767,0.07618978446788809,0.3333333333333333,0.09760065067100447,0.016129032258064516,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.29870129870129875,0.09930455940297424,0.5,0.06689711264741764,0.03225806451612903,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.27272727272727276,0.09500118025166598,0.5,0.061610410736071576,0.06451612903225806,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2077922077922078,0.0720316670600839,0.23333333333333334,0.02623017486783245,0.04838709677419355,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.15584415584415584,0.07638951936520619,0.6666666666666666,0.08723058153721025,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.28571428571428575,0.07333902275162059,0.4,0.08540056933712892,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.3896103896103896,0.07417427777676902,0.5,0.03883692557950386,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.3896103896103896,0.0916056869972582,0.43333333333333335,0.0258235054900366,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.5194805194805194,0.07682530459571842,0.16666666666666669,0.008336722244814965,0.016129032258064516,0.23509174311926606,0.0036363636363636364,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2077922077922078,0.0728033700724493,0.8333333333333334,0.028670191134607562,0.0,0.21674311926605505,0.0036363636363636364,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.27272727272727276,0.07408348918707898,0.4,0.16022773485156566,0.016129032258064516,0.3807339449541285,0.02181818181818182,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.5324675324675325,0.10769342509033467,0.3333333333333333,0.0211468076453843,0.04838709677419355,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.45454545454545453,0.07285784322626333,0.7,0.016266775111834077,0.016129032258064516,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3896103896103896,0.0728033700724493,0.16666666666666669,0.061000406669377796,0.06451612903225806,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2337662337662338,0.0771703012365406,0.4,0.04371695811305409,0.0,0.2018348623853211,0.01090909090909091,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.15584415584415584,0.07534545058377064,0.9,0.1370475803172021,0.016129032258064516,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.18181818181818182,0.07707951264685055,0.43333333333333335,0.013623424156161041,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.27272727272727276,0.07530913514789463,0.4,0.12769418462789753,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.18181818181818182,0.0823089354129973,0.4,0.041276941846278975,0.08064516129032258,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.16883116883116883,0.08141920723403484,0.9,0.01057340382269215,0.0967741935483871,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.19480519480519481,0.11629110453398217,0.6333333333333333,0.02785685237901586,0.0,0.3130733944954129,0.007272727272727273,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28571428571428575,0.07206798249595991,0.7333333333333333,0.037820252135014235,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.3766233766233767,0.07332994389265159,0.13333333333333333,0.0067100447336315575,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2337662337662338,0.09244094202240663,0.13333333333333333,0.06445709638064254,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
